LipidMolec,ClassKey,FAKey,CalcMass,BaseRt,TotalGrade,TotalSmpIDRate(%),MeanArea[s1],MeanArea[s2],MeanArea[s3],MeanArea[s4],MeanArea[s5],MeanArea[s6],MeanArea[s7],MeanArea[s8],MeanArea[s9],MeanArea[s10],MeanArea[s11],MeanArea[s12]
TG(4:0_16:1_18:2),TG,(4:0_16:1_18:2),660.5329,26.7805,A,15.38,1510000,437000,1880000,3120000,36300,24800,71800,23900,3163636.364,3163458.182,4001795.818,3163591.818
TG(4:0_16:1_18:3),TG,(4:0_16:1_18:3),658.5172,23.717,A,23.08,2150000,2840000,2620000,3760000,4230,4040,27600,3400,5636363.636,5636185.455,7127250.364,5636319.091
TG(4:0_16:1_18:3),TG,(4:0_16:1_18:3),658.5172,24.2849,A,15.38,446000,350000,543000,861000,22.6,837,1930,687,947272.7273,947094.5455,1214523.091,947228.1818
TG(4:0_17:0_18:2),TG,(4:0_17:0_18:2),676.5642,33.7766,A,7.69,346000,824000,304000,508000,1760,426,9650,1380,1012727.273,1012549.091,1396341.273,1012682.727
TG(4:0_17:1_18:1),TG,(4:0_17:1_18:1),676.5642,33.0676,A,38.46,3100000,1810000,1800000,3150000,103000,34800,136000,45000,4436363.636,4436185.455,6158159.455,4436319.091
TG(4:0_17:1_18:2),TG,(4:0_17:1_18:2),674.5485,27.7885,A,15.38,500000,557000,220000,486000,6040,15.7,17300,1730,1927272.727,1927094.545,2670523.091,1927228.182
TG(4:0_17:1_18:2),TG,(4:0_17:1_18:2),674.5485,28.388,A,15.38,602000,191000,434000,490000,3900,1840,16000,2790,1174545.455,1174367.273,2105795.818,1174500.909
TG(4:0_17:1_18:2),TG,(4:0_17:1_18:2),674.5485,28.7346,A,23.08,336000,727000,494000,124000,3910,363,12400,2010,865454.5455,865276.3636,1198159.455,865410
TG(4:0_17:1_18:2),TG,(4:0_17:1_18:2),674.5485,28.8083,A,53.85,527000,854000,566000,471000,4300,783,12800,1530,1078181.818,1078003.636,1423614,1078137.273
TG(4:0_18:0_18:1),TG,(4:0_18:0_18:1),692.5955,36.3716,A,61.54,4160000,5890000,5030000,5510000,61600,44900,80900,35400,5345454.545,5345276.364,7018159.455,5345410
TG(4:0_18:0_18:2),TG,(4:0_18:0_18:2),690.5798,35.3388,A,92.31,14000000,22400000,19500000,22800000,120000,98600,162000,101000,21818181.82,21818003.64,29636341.27,21818137.27
TG(4:0_18:0_18:3),TG,(4:0_18:0_18:3),688.5642,32.1547,A,15.38,1670000,1390000,3140000,852000,26700,8560,45600,11400,4327272.727,4327094.545,5501795.818,4327228.182
TG(4:0_18:0_18:3),TG,(4:0_18:0_18:3),688.5642,32.4024,A,7.69,230000,270000,137000,240000,8.81,412,923,6.79E-05,243636.3636,243458.1818,295614,243591.8182
TG(4:0_18:0_20:4),TG,(4:0_18:0_20:4),714.5798,34.5229,A,23.08,56100,3520,1320,47500,0,0,0,599,252727.2727,252549.0909,344886.7273,252682.7273
TG(4:0_18:0_20:4),TG,(4:0_18:0_20:4),714.5798,34.6983,A,15.38,124000,133000,119000,78300,0,0,0,588,89818.18182,89640,114957.6364,89773.63636
TG(4:0_18:0_22:6),TG,(4:0_18:0_22:6),738.5798,33.6271,A,15.38,65600,44900,109000,80000,,,,,94181.81818,94003.63636,144523.0909,94137.27273
TG(4:0_18:0_22:6),TG,(4:0_18:0_22:6),738.5798,33.7164,A,15.38,50800,119000,71500,107000,,,,,338181.8182,338003.6364,379795.8182,338137.2727
TG(4:0_18:0_22:6),TG,(4:0_18:0_22:6),738.5798,33.8352,A,15.38,50800,61700,45700,14900,,,,,338181.8182,338003.6364,379795.8182,338137.2727
TG(4:0_18:0_22:6),TG,(4:0_18:0_22:6),738.5798,33.855,A,15.38,27800,61700,60400,19000,,,,,338181.8182,338003.6364,379795.8182,338137.2727
TG(4:0_18:1_16:2),TG,(4:0_18:1_16:2),660.5329,27.2687,A,7.69,2670000,3280000,2990000,897000,10600,12700,29900,3700,1518181.818,1518003.636,4263614,1518137.273
TG(4:0_18:1_18:1),TG,(4:0_18:1_18:1),690.5798,34.8943,A,69.23,17400000,23500000,22300000,27400000,310000,161000,461000,184000,39818181.82,39818003.64,52381795.82,39818137.27
TG(4:0_18:1_18:2),TG,(4:0_18:1_18:2),688.5642,31.0126,A,7.69,2050000,2530000,2680000,963000,33300,10700,43100,17700,869090.9091,868912.7273,558159.4545,869046.3636
TG(4:0_18:1_18:2),TG,(4:0_18:1_18:2),688.5642,31.1121,A,30.77,5760000,12600000,7130000,20400000,183000,93600,76200,59300,8672727.273,8672549.091,13545432.18,8672682.727
TG(4:0_18:1_18:2),TG,(4:0_18:1_18:2),688.5642,31.1546,A,61.54,26400000,21100000,22400000,20400000,258000,143000,498000,118000,67818181.82,67818003.64,69090886.73,67818137.27
TG(4:0_18:1_18:2),TG,(4:0_18:1_18:2),688.5642,31.2195,A,76.92,26400000,33500000,22400000,40400000,258000,143000,498000,136000,67818181.82,67818003.64,89836341.27,67818137.27
TG(4:0_18:1_18:2),TG,(4:0_18:1_18:2),688.5642,31.3972,A,7.69,5760000,19900000,16100000,2750000,143000,47900,173000,48100,24727272.73,24727094.55,46799977.64,24727228.18
TG(4:0_18:1_18:2),TG,(4:0_18:1_18:2),688.5642,31.5319,A,7.69,2000000,778000,1250000,2080000,13900,7180,41600,18400,761818.1818,761640,1485432.182,761773.6364
TG(4:0_18:1_18:2),TG,(4:0_18:1_18:2),688.5642,31.865,A,15.38,696000,1050000,1240000,549000,5490,3860,18100,2790,5236363.636,5236185.455,5978159.455,5236319.091
TG(4:0_18:1_18:2),TG,(4:0_18:1_18:2),688.5642,31.9407,A,15.38,1670000,1390000,3060000,6310000,26700,16000,45600,11400,4327272.727,4327094.545,5432704.909,4327228.182
TG(4:0_18:1_18:3),TG,(4:0_18:1_18:3),686.5485,27.1374,A,38.46,22600000,31300000,27000000,25000000,169000,151000,421000,116000,57090909.09,57090730.91,65563614,57090864.55
TG(4:0_18:1_18:3),TG,(4:0_18:1_18:3),686.5485,27.2247,A,7.69,992000,767000,17500000,7960000,75500,40100,39000,74600,24363636.36,24363458.18,15418159.45,24363591.82
TG(4:0_18:1_20:3),TG,(4:0_18:1_20:3),714.5798,32.4925,A,7.69,167000,155000,188000,196000,0,0,0,0,701818.1818,701640,741795.8182,701773.6364
TG(4:0_18:1_20:4),TG,(4:0_18:1_20:4),712.5642,29.5392,A,30.77,181000,268000,88500,114000,0,,0,,310909.0909,310730.9091,410341.2727,310864.5455
TG(4:0_18:1_20:5),TG,(4:0_18:1_20:5),710.5485,26.0437,A,7.69,71700,90300,44100,279000,0,0,,0,409090.9091,408912.7273,526341.2727,409046.3636
TG(4:0_18:1_22:5),TG,(4:0_18:1_22:5),738.5798,29.7275,A,30.77,98300,58700,51700,100000,,,,,290909.0909,290730.9091,406450.3636,290864.5455
TG(4:0_18:1_22:6),TG,(4:0_18:1_22:6),736.5642,28.4383,A,53.85,175000,213000,207000,198000,,,,,765454.5455,765276.3636,1008341.273,765410
TG(4:0_18:1_22:6),TG,(4:0_18:1_22:6),736.5642,28.4886,A,38.46,138000,180000,185000,152000,,,,,120181.8182,120003.6364,159068.5455,120137.2727
TG(4:0_18:1_22:6),TG,(4:0_18:1_22:6),736.5642,28.5537,A,23.08,175000,144000,165000,198000,,,,,765454.5455,765276.3636,893795.8182,765410
TG(4:0_18:2_18:2),TG,(4:0_18:2_18:2),686.5485,26.9643,A,30.77,18500000,26100000,6150000,22700000,44000,16700,350000,38200,32545454.55,32545276.36,40018159.45,32545410
TG(4:0_18:2_18:2),TG,(4:0_18:2_18:2),686.5485,26.9875,A,53.85,22600000,31300000,27000000,29000000,169000,151000,421000,116000,32545454.55,32545276.36,28763614,32545410
TG(4:0_18:2_18:2),TG,(4:0_18:2_18:2),686.5485,27.0294,A,92.31,22600000,31300000,27000000,36000000,169000,151000,421000,116000,57090909.09,57090730.91,75199977.64,57090864.55
TG(4:0_18:2_18:2),TG,(4:0_18:2_18:2),686.5485,27.5991,A,7.69,2240000,2520000,959000,2750000,9950,7170,4530,2860,1810909.091,1810730.909,2730886.727,1810864.545
TG(4:0_18:2_18:2),TG,(4:0_18:2_18:2),686.5485,28.1533,A,7.69,476000,282000,156000,307000,8.99,0.815,1270,0.103,312727.2727,312549.0909,267250.3636,312682.7273
TG(4:0_18:2_18:2),TG,(4:0_18:2_18:2),686.5485,28.2341,A,7.69,476000,282000,156000,307000,8.99,0.815,1270,0.103,312727.2727,312549.0909,267250.3636,312682.7273
TG(4:0_18:2_18:2),TG,(4:0_18:2_18:2),686.5485,28.415,A,7.69,188000,205000,120000,52600,0.0033,2.04E-05,0.00697,2.64E-06,205454.5455,205276.3636,356523.0909,205410
TG(4:0_18:2_18:2),TG,(4:0_18:2_18:2),686.5485,28.5293,A,23.08,190000,174000,72500,52600,0.000236,1.36E-06,0.000491,1.78E-07,205454.5455,205276.3636,258704.9091,205410
TG(4:0_18:2_18:3),TG,(4:0_18:2_18:3),684.5329,24.2949,A,61.54,3210000,4580000,3100000,6120000,14900,11400,31400,12200,12036363.64,12036185.45,15654523.09,12036319.09
TG(4:0_18:2_18:3),TG,(4:0_18:2_18:3),684.5329,24.3606,A,53.85,3210000,4580000,3100000,6120000,13900,10200,31400,12200,12036363.64,12036185.45,15654523.09,12036319.09
TG(4:0_18:2_18:3),TG,(4:0_18:2_18:3),684.5329,24.4386,A,7.69,1670000,4580000,1930000,3440000,13900,9600,31400,12200,12036363.64,12036185.45,16390886.73,12036319.09
TG(4:0_18:2_18:3),TG,(4:0_18:2_18:3),684.5329,24.5535,A,7.69,647000,3460000,566000,580000,3750,4650,2290,4090,489090.9091,488912.7273,2207250.364,489046.3636
TG(4:0_18:2_18:4),TG,(4:0_18:2_18:4),682.5172,21.5905,A,15.38,70200,105000,82300,161000,,,,,587272.7273,587094.5455,705795.8182,587228.1818
TG(4:0_18:2_20:2),TG,(4:0_18:2_20:2),714.5798,31.9244,A,15.38,340000,324000,286000,386000,0.0319,0,0.597,0.0284,1596363.636,1596185.455,1990886.727,1596319.091
TG(4:0_18:2_20:3),TG,(4:0_18:2_20:3),712.5642,28.192,C,7.69,490000,516000,531000,543000,0.000204,,0,,1854545.455,1854367.273,2476341.273,1854500.909
TG(4:0_18:2_20:4),TG,(4:0_18:2_20:4),710.5485,24.9594,A,7.69,33900,16100,7310,20500,0,0,,0,103272.7273,103094.5455,137686.7273,103228.1818
TG(4:0_18:2_20:4),TG,(4:0_18:2_20:4),710.5485,25.1048,A,38.46,86200,95800,78100,137000,0,,0,0.00179,94909.09091,94730.90909,171250.3636,94864.54545
TG(4:0_18:2_20:4),TG,(4:0_18:2_20:4),710.5485,25.17,A,23.08,104000,114000,79200,129000,0,0,,0,330909.0909,330730.9091,334523.0909,330864.5455
TG(4:0_18:2_20:4),TG,(4:0_18:2_20:4),710.5485,25.7683,A,23.08,203000,94700,191000,189000,0,,0,503,360000,359821.8182,494523.0909,359955.4545
TG(4:0_18:2_20:4),TG,(4:0_18:2_20:4),710.5485,25.8376,A,38.46,206000,182000,200000,279000,0,0,,0,765454.5455,765276.3636,1013795.818,765410
TG(4:0_18:2_20:4),TG,(4:0_18:2_20:4),710.5485,25.9462,A,15.38,154000,139000,191000,189000,0,,0,279,201818.1818,201640,336341.2727,201773.6364
TG(4:0_18:2_22:5),TG,(4:0_18:2_22:5),736.5642,26.3827,A,7.69,842,4120,23500,15600,,,,,2600,2421.818182,22304.90909,2555.454545
TG(4:0_18:2_22:5),TG,(4:0_18:2_22:5),736.5642,26.5161,A,30.77,74700,158000,138000,163000,,,,,523636.3636,523458.1818,679614,523591.8182
TG(4:0_18:2_22:5),TG,(4:0_18:2_22:5),736.5642,27.6459,A,7.69,27800,29600,30700,53400,,,,,116909.0909,116730.9091,154341.2727,116864.5455
TG(4:0_18:2_22:6),TG,(4:0_18:2_22:6),734.5485,24.5733,A,53.85,16000,233000,155000,5.29E-09,,,,,503636.3636,503458.1818,719250.3636,503591.8182
TG(4:0_18:2_22:6),TG,(4:0_18:2_22:6),734.5485,24.7321,A,23.08,138000,233000,145000,3.06E-08,,,,,349090.9091,348912.7273,564704.9091,349046.3636
TG(4:0_18:2_22:6),TG,(4:0_18:2_22:6),734.5485,24.9687,A,7.69,11700,11600,204,3160,,,,,76363.63636,76185.45455,77541.27273,76319.09091
TG(4:0_18:2_24:6),TG,(4:0_18:2_24:6),762.5798,27.7963,A,7.69,5230,10600,7590,6740,,,,,51818.18182,51640,64195.81818,51773.63636
TG(4:0_18:3_18:3),TG,(4:0_18:3_18:3),682.5172,21.5264,A,15.38,70200,105000,82300,161000,,,,,329090.9091,328912.7273,447614,329046.3636
TG(4:0_18:3_18:3),TG,(4:0_18:3_18:3),682.5172,21.6484,A,15.38,70200,105000,82200,161000,,,,,329090.9091,328912.7273,447614,329046.3636
TG(4:0_19:0_18:2),TG,(4:0_19:0_18:2),704.5955,36.0363,A,15.38,330000,761000,587000,923000,2420,858,2610,2000,661818.1818,661640,729068.5455,661773.6364
TG(4:0_19:0_18:2),TG,(4:0_19:0_18:2),704.5955,36.2402,A,7.69,146000,702000,92400,384000,1320,1.57,3680,0.715,258181.8182,258003.6364,325977.6364,258137.2727
TG(4:0_20:0_18:2),TG,(4:0_20:0_18:2),718.6111,36.6844,A,38.46,732000,911000,1000000,1320000,1790,2.9,9030,1120,1000000,999821.8182,1316341.273,999955.4545
TG(4:0_20:1_18:2),TG,(4:0_20:1_18:2),716.5955,35.2598,A,53.85,5810000,6740000,6200000,8400000,35500,23800,53000,14400,7581818.182,7581640,9054523.091,7581773.636
TG(4:0_20:1_18:2),TG,(4:0_20:1_18:2),716.5955,35.294,A,30.77,6570000,6740000,6200000,8400000,47100,23800,53000,14400,8745454.545,8745276.364,10218159.45,8745410
TG(4:0_20:1_18:2),TG,(4:0_20:1_18:2),716.5955,35.5773,A,7.69,471000,97600,561000,614000,2460,1.97,36.8,778,418181.8182,418003.6364,401658.7273,418137.2727
TG(4:0_20:1_18:2),TG,(4:0_20:1_18:2),716.5955,35.6331,A,7.69,20200000,20900000,19500000,23900000,169000,77900,195000,93500,9581818.182,9581640,9836341.273,9581773.636
TG(4:0_22:1_18:2),TG,(4:0_22:1_18:2),744.6268,36.5426,A,38.46,1330000,2190000,2140000,1640000,140000,45400,158000,72000,2636363.636,2636185.455,3838159.455,2636319.091
TG(40:0_18:3),TG,(40:0_18:3),940.8459,47.2793,C,7.69,79300,223000,134000,266000,5500,6330,8720,7050,210909.0909,210730.9091,214704.9091,210864.5455
TG(40:0_18:3),TG,(40:0_18:3),940.8459,47.3563,C,7.69,175000,223000,267000,266000,6530,6330,8720,7090,210909.0909,210730.9091,276523.0909,210864.5455
TG(40:1_18:2),TG,(40:1_18:2),940.8459,42.7334,C,15.38,1290000,1320000,2260000,1850000,24100,30800,129000,33700,53090.90909,52912.72727,72386,53046.36364
TG(40:10_6:0),TG,(40:10_6:0),758.5485,26.174,C,7.69,133000,162000,156000,120000,,,,,133818.1818,133640,220159.4545,133773.6364
TG(40:3_22:0),TG,(40:3_22:0),996.9085,45.8443,A,15.38,188000,8730000,446000,473000,1.44,0,1.26,0,18909.09091,18730.90909,23840.54545,18864.54545
TG(40:6_4:0),TG,(40:6_4:0),738.5798,28.3653,C,7.69,304000,372000,255000,741000,,,,,157090.9091,156912.7273,203432.1818,157046.3636
TG(40:9_4:0),TG,(40:9_4:0),732.5329,25.6197,C,7.69,214000,193000,109000,272000,0,245,0,271,358181.8182,358003.6364,486523.0909,358137.2727
TG(42:2_20:1),TG,(42:2_20:1),996.9085,46.485,A,30.77,726000,952000,1050000,1630000,2410,2930,12100,0,22804.05455,24359.99989,30022.36338,24480.90898
TG(42:4),TG,(42:4),714.5798,35.8467,C,7.69,0.00466,0,0,1.44,88500,283,4.23E-05,0,62.54545455,115.6363636,985.6363636,18
TG(42:9_4:0),TG,(42:9_4:0),760.5642,33.2727,C,7.69,70600,114000,90900,73600,,,,,147272.7273,147094.5455,189614,147228.1818
TG(44:3),TG,(44:3),744.6268,35.2121,B,15.38,624000,759000,830000,1460000,0.114,17.2,1200,11.7,24569.27273,26156.36364,26476.72727,22676.36364
TG(44:3_18:1),TG,(44:3_18:1),994.8928,45.226,C,7.69,312000,593000,733000,872000,0.0964,2480,8980,1.29E-07,32727.27273,32549.09091,32363.63636,32682.72727
TG(45:1_18:2),TG,(45:1_18:2),1010.9241,46.512,C,15.38,105000,91900,135000,166000,0,0.00648,1720,0,81454.54545,81276.36364,111068.5455,81410
TG(45:6),TG,(45:6),752.5955,32.3782,C,7.69,18300,60400,9500,27300,0.048,,,0.0333,122909.0909,122730.9091,849614,122864.5455
TG(46:1_18:2),TG,(46:1_18:2),1024.9398,48.0307,C,15.38,117000,149000,189000,275000,0,0,764,0,33272.72727,33094.54545,12995.81818,33228.18182
TG(48:5_18:2),TG,(48:5_18:2),1044.9085,47.4568,C,7.69,23800,25100,59400,53800,,,0.0728,,32727.27273,32549.09091,42832.18182,32682.72727
TG(48:5_18:2),TG,(48:5_18:2),1044.9085,48.4579,C,7.69,50300,80500,107000,113000,,,0,,126000,125821.8182,143250.3636,125955.4545
TG(49:1_18:1),TG,(49:1_18:1),1069.0024,53.9091,C,15.38,38900,93100,23600,125000,,0.00818,1990,0,274545.4545,274367.2727,375068.5455,274500.9091
TG(49:1_18:2),TG,(49:1_18:2),1066.9867,52.3999,A,38.46,17100,28100,55300,53700,,,,,85454.54545,85276.36364,114159.4545,85410
TG(49:2_18:2),TG,(49:2_18:2),1064.9711,50.2831,A,30.77,190000,197000,410000,355000,3000,,4010,,760000,759821.8182,996523.0909,759955.4545
TG(49:2_18:2),TG,(49:2_18:2),1064.9711,50.7473,B,7.69,5000,7850,18400,17300,0.000535,,1.71,,51454.54545,51276.36364,53632.18182,51410
TG(49:2_18:2),TG,(49:2_18:2),1064.9711,51.2785,B,7.69,11000,24000,4320,23800,0,,20.9,,40181.81818,40003.63636,64032.18182,40137.27273
TG(49:3_18:1),TG,(49:3_18:1),1064.9711,50.3816,B,30.77,79200,91800,209000,222000,2950,,2890,,303636.3636,303458.1818,472704.9091,303591.8182
TG(49:3_18:1),TG,(49:3_18:1),1064.9711,50.6479,B,7.69,17100,11600,9680,25000,0.105,,21.5,,32181.81818,32003.63636,28068.54545,32137.27273
TG(49:3_18:2),TG,(49:3_18:2),1062.9554,48.8428,B,30.77,112000,91300,110000,190000,843,,9350,,274545.4545,274367.2727,322704.9091,274500.9091
TG(49:3_18:2),TG,(49:3_18:2),1062.9554,48.9545,B,23.08,112000,111000,164000,190000,843,,9970,,472727.2727,472549.0909,648704.9091,472682.7273
TG(49:3_18:2),TG,(49:3_18:2),1062.9554,48.9926,B,23.08,112000,134000,196000,190000,843,,9970,,198181.8182,198003.6364,251250.3636,198137.2727
TG(49:3_18:2),TG,(49:3_18:2),1062.9554,49.1319,B,7.69,6880,22900,32100,7720,1.31,,15.8,,36727.27273,36549.09091,69304.90909,36682.72727
TG(5:0_14:0_18:2),TG,(5:0_14:0_18:2),648.5329,27.7687,A,38.46,262000,261000,236000,368000,1340,,3930,9.98E-06,1129090.909,1128912.727,1575432.182,1129046.364
TG(5:0_16:0_18:0),TG,(5:0_16:0_18:0),680.5955,36.6701,A,7.69,299000,426000,333000,356000,16800,11400,20700,19900,307272.7273,307094.5455,398341.2727,307228.1818
TG(5:0_16:0_18:1),TG,(5:0_16:0_18:1),678.5798,35.2133,A,7.69,54300,68600,36300,50900,16.7,17.8,19.4,745,84363.63636,84185.45455,116341.2727,84319.09091
TG(5:0_16:0_18:1),TG,(5:0_16:0_18:1),678.5798,35.483,A,46.15,472000,619000,515000,601000,16500,3130,35100,11700,180363.6364,180185.4545,84341.27273,180319.0909
TG(5:0_16:0_18:1),TG,(5:0_16:0_18:1),678.5798,35.5039,A,76.92,2640000,3680000,2950000,3360000,121000,51100,201000,48600,4054545.455,4054367.273,4349068.545,4054500.909
TG(5:0_16:0_18:2),TG,(5:0_16:0_18:2),676.5642,32.7859,A,15.38,3100000,2670000,1690000,2630000,103000,42100,82800,41900,6163636.364,6163458.182,7545432.182,6163591.818
TG(5:0_16:0_18:2),TG,(5:0_16:0_18:2),676.5642,32.8563,A,46.15,1380000,829000,1690000,1820000,77100,33100,82800,28700,3963636.364,3963458.182,5345432.182,3963591.818
TG(5:0_16:0_18:2),TG,(5:0_16:0_18:2),676.5642,32.9319,A,53.85,2390000,2040000,1980000,2440000,63900,18900,174000,57700,2036363.636,2036185.455,3083614,2036319.091
TG(5:0_16:0_18:2),TG,(5:0_16:0_18:2),676.5642,32.9834,A,38.46,3100000,2670000,3490000,1800000,103000,29200,136000,36200,10600000,10599821.82,11636341.27,10599955.45
TG(5:0_16:0_18:2),TG,(5:0_16:0_18:2),676.5642,33.1325,A,30.77,1720000,1810000,1800000,2150000,58700,34800,143000,37100,4436363.636,4436185.455,5109068.545,4436319.091
TG(5:0_16:0_18:2),TG,(5:0_16:0_18:2),676.5642,33.2,A,30.77,798000,2010000,597000,749000,53500,26700,105000,35200,698181.8182,698003.6364,994523.0909,698137.2727
TG(5:0_16:0_18:2),TG,(5:0_16:0_18:2),676.5642,33.2463,A,30.77,1020000,2300000,1630000,997000,57000,27300,150000,37500,698181.8182,698003.6364,1436341.273,698137.2727
TG(5:0_16:0_18:2),TG,(5:0_16:0_18:2),676.5642,33.377,A,7.69,364000,132000,293000,281000,11500,4420,31800,1490,1787272.727,1787094.545,2207614,1787228.182
TG(5:0_16:0_18:2),TG,(5:0_16:0_18:2),676.5642,33.8639,A,7.69,177000,647000,627000,534000,3250,670,11400,923,525454.5455,525276.3636,897432.1818,525410
TG(5:0_16:0_19:1),TG,(5:0_16:0_19:1),692.5955,34.7476,C,7.69,0.00436,2430000,13000,7130000,0,1250,993,2660,9.87E-08,178.1818181,22.36364711,44.54545445
TG(5:0_16:0_22:6),TG,(5:0_16:0_22:6),724.5642,29.5954,A,7.69,66100,49100,71300,122000,,,,,423636.3636,423458.1818,552886.7273,423591.8182
TG(5:0_16:0_22:6),TG,(5:0_16:0_22:6),724.5642,29.688,A,23.08,66100,49100,71300,98500,,,,,423636.3636,423458.1818,552886.7273,423591.8182
TG(5:0_16:0_22:6),TG,(5:0_16:0_22:6),724.5642,29.7439,A,15.38,66100,49100,71300,114000,,,,,423636.3636,423458.1818,552886.7273,423591.8182
TG(5:0_16:0_22:6),TG,(5:0_16:0_22:6),724.5642,29.9153,A,15.38,48400,117000,54900,69100,,,,,423636.3636,423458.1818,552886.7273,423591.8182
TG(5:0_16:1_18:1),TG,(5:0_16:1_18:1),676.5642,32.1196,A,15.38,250000,229000,132000,175000,2190,344,1540,0.00214,227272.7273,227094.5455,319614,227228.1818
TG(5:0_16:1_18:2),TG,(5:0_16:1_18:2),674.5485,27.7353,A,7.69,356000,387000,321000,429000,11400,2360,21600,3670,445454.5455,445276.3636,427068.5455,445410
TG(5:0_16:1_18:2),TG,(5:0_16:1_18:2),674.5485,28.3046,A,15.38,512000,318000,530000,351000,4740,8.52,13800,1540,474545.4545,474367.2727,625068.5455,474500.9091
TG(5:0_18:0_18:1),TG,(5:0_18:0_18:1),706.6111,36.7674,A,46.15,1170000,1320000,1270000,1500000,18800,17100,36600,12000,1196363.636,1196185.455,1552704.909,1196319.091
TG(5:0_18:0_18:2),TG,(5:0_18:0_18:2),704.5955,35.8253,A,61.54,2240000,2930000,2270000,2500000,28900,16600,66500,20200,2636363.636,2636185.455,3669068.545,2636319.091
TG(5:0_18:0_18:3),TG,(5:0_18:0_18:3),702.5798,34.7478,A,23.08,98000,61600,79200,73900,768,2.47E-07,417,0,280000,279821.8182,404341.2727,279955.4545
TG(5:0_18:0_18:3),TG,(5:0_18:0_18:3),702.5798,34.9716,A,23.08,146000,201000,118000,142000,784,0.000667,8.93,0,113454.5455,113276.3636,220523.0909,113410
TG(5:0_18:1_18:1),TG,(5:0_18:1_18:1),704.5955,35.5458,A,69.23,2190000,2860000,2480000,2960000,73600,24200,114000,29100,3818181.818,3818003.636,5139977.636,3818137.273
TG(5:0_18:1_18:2),TG,(5:0_18:1_18:2),702.5798,32.9756,A,30.77,668000,1260000,718000,1890000,74600,21700,111000,27700,4000000,3999821.818,4339977.636,3999955.455
TG(5:0_18:1_18:2),TG,(5:0_18:1_18:2),702.5798,33.0803,A,30.77,301000,1260000,718000,1890000,40900,9280,61500,21300,1816363.636,1816185.455,1896341.273,1816319.091
TG(5:0_18:1_18:2),TG,(5:0_18:1_18:2),702.5798,33.2024,A,38.46,894000,3750000,1520000,1750000,74600,20900,137000,33200,4000000,3999821.818,5716341.273,3999955.455
TG(5:0_18:1_18:2),TG,(5:0_18:1_18:2),702.5798,33.2552,A,38.46,894000,1260000,1520000,978000,36900,15100,91500,26000,2563636.364,2563458.182,4867250.364,2563591.818
TG(5:0_18:1_18:2),TG,(5:0_18:1_18:2),702.5798,33.3037,A,23.08,894000,2990000,359000,1630000,67900,24200,52500,21000,1981818.182,1981640,2383614,1981773.636
TG(5:0_18:1_18:2),TG,(5:0_18:1_18:2),702.5798,34.2942,A,7.69,108000,99300,95800,117000,2.17E-05,0.00364,8.92,9.61E-07,59818.18182,59640,80159.45455,59773.63636
TG(5:0_18:1_18:3),TG,(5:0_18:1_18:3),700.5642,28.8208,A,61.54,1000000,1640000,1600000,2280000,37200,20300,86100,11400,2018181.818,2018003.636,3278159.455,2018137.273
TG(5:0_18:2_18:2),TG,(5:0_18:2_18:2),700.5642,28.5613,A,7.69,186000,227000,274000,209000,2810,2810,12000,12.2,298181.8182,298003.6364,416704.9091,298137.2727
TG(5:0_18:2_18:2),TG,(5:0_18:2_18:2),700.5642,28.6242,A,15.38,356000,423000,251000,455000,16300,10600,52500,14900,1458181.818,1458003.636,2178159.455,1458137.273
TG(5:0_18:2_18:2),TG,(5:0_18:2_18:2),700.5642,29.0213,A,15.38,368000,557000,269000,530000,10400,2700,11600,5280,1778181.818,1778003.636,2081795.818,1778137.273
TG(5:0_18:2_18:3),TG,(5:0_18:2_18:3),698.5485,25.6961,A,23.08,216000,329000,214000,212000,1690,336,5360,573,321818.1818,321640,429795.8182,321773.6364
TG(5:0_18:2_20:4),TG,(5:0_18:2_20:4),724.5642,27.4016,A,7.69,31100,47700,20700,35300,,,,,132181.8182,132003.6364,151614,132137.2727
TG(5:0_18:3_19:3),TG,(5:0_18:3_19:3),710.5485,24.494,C,15.38,70700,67900,99.2,120000,0,0,,0,118181.8182,118003.6364,153068.5455,118137.2727
TG(5:0_20:1_18:2),TG,(5:0_20:1_18:2),730.6111,35.202,A,7.69,175000,205000,28300,155000,11.6,2.65E-05,765,17.4,33454.54545,33276.36364,17686.72727,33410
TG(5:0_20:1_18:2),TG,(5:0_20:1_18:2),730.6111,35.7182,A,46.15,1470000,1890000,943000,1430000,15000,4770,20900,10400,1798181.818,1798003.636,2539977.636,1798137.273
TG(50:2_18:2),TG,(50:2_18:2),1078.9867,52.4064,B,15.38,68400,131000,138000,82700,837,914,6170,0,316363.6364,316185.4545,415432.1818,316319.0909
TG(50:2_18:2),TG,(50:2_18:2),1078.9867,52.6273,B,7.69,15800,31500,36100,37400,0.0841,1.4,26.6,0,44363.63636,44185.45455,75104.90909,44319.09091
TG(50:2_18:3),TG,(50:2_18:3),1076.9711,50.2554,C,7.69,27200,236000,165000,20900,2850,3780,14100,30.3,390909.0909,390730.9091,392523.0909,390864.5455
TG(50:2_18:3),TG,(50:2_18:3),1076.9711,51.2677,B,7.69,3140,5880,6570,4240,0,0,1040,0,21636.36364,21458.18182,35686.72727,21591.81818
TG(50:3_18:2),TG,(50:3_18:2),1076.9711,49.9329,B,30.77,126000,96800,758000,499000,26300,18500,32900,5320,1200000,1199821.818,1589977.636,1199955.455
